country,birth_year,avg_ur_std_18_25,avg_ur_std_18_24
AT,1972,-0.923435667728459,-1.0314939831971213
AT,1973,-0.7464039594074591,-0.7923862213090175
AT,1974,-0.7303101677419136,-0.6452429832240305
AT,1975,-0.7303101677419136,-0.6084571737027837
AT,1976,-0.7946853344040954,-0.7004216975059006
AT,1977,-0.8429667094007317,-0.8291720308302641
AT,1978,-0.8268729177351863,-0.8659578403515109
AT,1979,-0.6659350010797318,-0.9211365546333812
AT,1980,-0.48890329275873196,-0.7372075070271474
AT,1981,-0.3279653761032775,-0.4980997451390437
AT,1982,-0.11874608445118667,-0.18542036420844638
AT,1983,-0.0221833344579139,0.09047320720090417
AT,1984,0.26750491552190425,0.1824377310040211
AT,1985,0.4123490405118133,0.43993839765274834
AT,1986,0.4606304155084498,0.5502958262164886
AT,1987,0.34797387384963163,0.36636677861025496
AT,1988,0.2996924988529953,0.21922354052526805
AT,1989,0.34797387384963163,0.21922354052526805
AT,1990,0.47672420717399516,0.3479738738496317
AT,1991,0.8146938321504495,0.6606532547802288
AT,1992,0.8468814154815405,0.8077964928652157
AT,1993,0.8468814154815405,0.9365468261895794
AT,1994,0.8307876238159949,0.9917255404714495
AT,1995,0.9595379571403585,0.9181539214289559
AT,1996,1.0400069154680858,0.973332635710826
AT,1997,0.8468814154815403,1.0101184452320728
AT,1998,0.6859434988260859,0.7710106833439689
AT,1999,0.47672420717399505,0.5135100166952418
AT,2000,0.38016145718072225,0.3847596833708781
AT,2001,0.38016145718072225,0.40315258813150145
BE,1972,0.6430809470396935,0.5334312003094231
BE,1973,0.9021284736899571,0.829485516481153
BE,1974,1.1132042361457273,1.1474697819989368
BE,1975,1.1036098833068286,1.3119444020943423
BE,1976,0.9213171793677544,1.1474697819989368
BE,1977,0.7294301225897813,0.829485516481153
BE,1978,0.604703535684099,0.6101860230206124
BE,1979,0.4991656544562139,0.4676413522712612
BE,1980,0.42241083174502464,0.3689565802140179
BE,1981,0.32646730335603813,0.2812367828298016
BE,1982,0.220929422128153,0.2483418588107206
BE,1983,0.220929422128153,0.3031667321758557
BE,1984,0.3456560090338354,0.3470266308679638
BE,1985,0.4224108317450247,0.39088652956007197
BE,1986,0.3168729505171395,0.40185150423309896
BE,1987,0.23052377496705162,0.2593068334837476
BE,1988,0.23052377496705162,0.1496570867534773
BE,1989,0.25930683348374745,0.1715870360995313
BE,1990,0.3648447147116326,0.29220175750282856
BE,1991,0.4415995374228219,0.46764135227126097
BE,1992,0.36484471471163266,0.456676377598234
BE,1993,0.13458024657806505,0.3250966815219096
BE,1994,-0.02852375168321203,0.1935169854455853
BE,1995,-0.2012221027833877,-0.03674748268798228
BE,1996,-0.42189221807805666,-0.34376677353273905
BE,1997,-0.7193171560839148,-0.6069261656853877
BE,1998,-1.0263364469286715,-0.9468403805492256
BE,1999,-1.2374122093844417,-1.2099997727018743
BE,2000,-1.342950090612327,-1.3744743927972798
BE,2001,-1.3621387962901244,-1.3635094181242526
BG,1973,0.6488013536698841,0.6796295997530668
BG,1974,0.7351204427027958,0.7158014084906679
BG,1975,0.7615340839468667,0.6763412535041939
BG,1976,0.8628439214418273,0.6703564633312454
BG,1977,1.015628709030081,0.9045195997134793
BG,1978,1.0913880961712998,1.1350326717594643
BG,1979,1.0780661834305538,1.1755779810080664
BG,1980,0.97399413508654,1.1208927828893114
BG,1981,0.8805105616638967,1.0512784928006735
BG,1982,0.6727117413320006,0.8819615444462119
BG,1983,0.3674586694819474,0.5748300048014899
BG,1984,-0.00958311141381077,0.10420188966281119
BG,1985,-0.23490470681938785,-0.267151052222397
BG,1986,-0.30606040921218475,-0.38073053165846443
BG,1987,-0.2993562932972953,-0.4062809820122063
BG,1988,-0.2171229744786081,-0.33436484954935763
BG,1989,-0.14596727208581128,-0.20315983421933187
BG,1990,-0.08079635986596295,-0.053671613745573256
BG,1991,-0.024228583519728175,0.06253854268959243
BG,1992,-0.04301737189922529,0.08746420725604843
BG,1993,-0.18883908630549073,-0.04785124088506834
BG,1994,-0.3934728733728467,-0.24676330547938555
BG,1995,-0.6015881970311967,-0.5138427878128364
BG,1996,-0.8252985027748262,-0.7737536753237446
BG,1997,-1.0346510667093145,-0.979538383578206
BG,1998,-1.1734521618742366,-1.1437912787094038
BG,1999,-1.2705611370362622,-1.250859832572703
CY,1973,-0.9009669828531858,-0.9166999277455323
CY,1974,-0.8215223346275592,-0.9059423585883722
CY,1975,-0.7375595073559253,-0.7825171817918899
CY,1976,-0.6954212125032332,-0.7084333888629147
CY,1977,-0.6754659217167014,-0.6602753376026951
CY,1978,-0.6267386157552488,-0.6338834346037959
CY,1979,-0.5743402893189153,-0.5961243668621643
CY,1980,-0.5090463268554363,-0.5469981343778003
CY,1981,-0.4684768441714966,-0.46879060660524713
CY,1982,-0.5182395661643259,-0.502461798067158
CY,1983,-0.5499295719731264,-0.5318658204300619
CY,1984,-0.5012650184984239,-0.5421572282570783
CY,1985,-0.4064146347756477,-0.46118859106752075
CY,1986,-0.28753004862758325,-0.3820845991985375
CY,1987,-0.05763631341859188,-0.26834123464349907
CY,1988,0.2765206785256906,-0.031100976164263876
CY,1989,0.6431207061197749,0.3826351336201097
CY,1990,0.9907694827153288,0.8248070845432429
CY,1991,1.2809997339345414,1.228933099213887
CY,1992,1.4554830233431943,1.4947167745234533
CY,1993,1.5227850653826767,1.6666944467825846
CY,1994,1.4980919618465123,1.6868469596703308
CY,1995,1.3618563131120451,1.5096339370880485
CY,1996,1.0914558477058642,1.2092826062201414
CY,1997,0.7942914467007657,0.8950181525756405
CY,1998,0.5059123938406811,0.6002607576694565
CY,1999,0.25157656504252585,0.3431189962494753
CZ,1972,-0.5711970618015774,-0.640099611935911
CZ,1973,-0.26426752029409073,-0.39580875236872787
CZ,1974,-0.006665940814592963,-0.2454759157119997
CZ,1975,0.30574448536267024,0.1115645713477297
CZ,1976,0.514018102814179,0.38717477188506466
CZ,1977,0.6784446429074754,0.6314656314522479
CZ,1978,0.8812373756892077,0.8319094136612187
CZ,1979,1.1223963011593758,1.076200273228402
CZ,1980,1.2923037259224488,1.2954356600194639
CZ,1981,1.3306699186108846,1.3831298147358886
CZ,1982,1.1388389551687055,1.2829079236314032
CZ,1983,0.8976800296985373,1.0636725368403412
CZ,1984,0.8154667596518891,0.8256455454671884
CZ,1985,0.8154667596518891,0.7880623363030064
CZ,1986,0.7551770282843472,0.7567429953328547
CZ,1987,0.683925527577252,0.6565211042283693
CZ,1988,0.634597565549263,0.6001462904820961
CZ,1989,0.5743078341817209,0.5876185540940355
CZ,1990,0.5633460648421679,0.6377294996462782
CZ,1991,0.5414225261630616,0.6815765770044905
CZ,1992,0.3331489087115529,0.5124521357656714
CZ,1993,0.05362379055294901,0.2368419352283364
CZ,1994,-0.20397778892654872,-0.04503213350302885
CZ,1995,-0.4451367143967168,-0.35822554320454586
CZ,1996,-0.6753338705273317,-0.6338357437418808
CZ,1997,-0.8890883726486171,-0.840543394144882
CZ,1998,-1.0261104893930308,-1.0221955717717617
CZ,1999,-1.1028428747699024,-1.1098897264881866
CZ,2000,-1.119285528779232,-1.1286813310702775
CZ,2001,-1.097361990100126,-1.1036258582941563
DE,1972,0.43536828741250383,0.22625068952326355
DE,1973,0.6645527255032369,0.5304217409985221
DE,1974,0.9159163027640408,0.8768387718453444
DE,1975,1.0637772305645137,1.147213039823352
DE,1976,1.0637772305645137,1.181009823320603
DE,1977,1.0268119986143955,1.0965178645774756
DE,1978,1.0415980913944427,1.0458226893315992
DE,1979,1.0046328594443246,0.9951275140857228
DE,1980,1.0194189522243717,0.8768387718453444
DE,1981,1.0120259058343481,0.9359831429655334
DE,1982,0.9159163027640408,0.9866783182114098
DE,1983,0.827199746083757,0.9782291223370971
DE,1984,0.8124136533037097,0.9106355553425953
DE,1985,0.7310901430134497,0.8514911842224061
