country_code,wave,wave_label,age_band,n,share
LT,6,"W6
2015",25-29,97,20.770877944325484
LT,6,"W6
2015",30-34,88,18.843683083511777
LT,6,"W6
2015",35-39,94,20.12847965738758
LT,6,"W6
2015",40-45,128,27.40899357601713
LT,8,"W8
2024",18-24,31,7.126436781609195
LT,8,"W8
2024",25-29,61,14.022988505747128
LT,8,"W8
2024",30-34,107,24.597701149425287
LT,8,"W8
2024",35-39,109,25.057471264367813
LT,8,"W8
2024",40-45,127,29.195402298850574
LU,1,"W1
1991",18-24,64,16.79790026246719
LU,1,"W1
1991",25-29,73,19.160104986876643
LU,1,"W1
1991",30-34,86,22.57217847769029
LU,1,"W1
1991",35-39,73,19.160104986876643
LU,1,"W1
1991",40-45,85,22.30971128608924
LU,2,"W2
1995",18-24,58,15.675675675675677
LU,2,"W2
1995",25-29,86,23.243243243243246
LU,2,"W2
1995",30-34,63,17.027027027027028
LU,2,"W2
1995",35-39,87,23.513513513513516
LU,2,"W2
1995",40-45,76,20.54054054054054
LU,3,"W3
2000",18-24,46,12.105263157894736
LU,3,"W3
2000",25-29,60,15.789473684210526
LU,3,"W3
2000",30-34,66,17.36842105263158
LU,3,"W3
2000",35-39,107,28.157894736842103
LU,3,"W3
2000",40-45,101,26.57894736842105
LU,4,"W4
2005",18-24,26,6.205250596658711
LU,4,"W4
2005",25-29,55,13.126491646778044
LU,4,"W4
2005",30-34,89,21.241050119331742
LU,4,"W4
2005",35-39,89,21.241050119331742
LU,4,"W4
2005",40-45,160,38.18615751789976
LU,5,"W5
2010",18-24,72,11.128284389489954
LU,5,"W5
2010",25-29,121,18.701700154559507
LU,5,"W5
2010",30-34,124,19.165378670788254
LU,5,"W5
2010",35-39,150,23.183925811437405
LU,5,"W5
2010",40-45,180,27.820710973724882
LU,6,"W6
2015",18-24,43,7.166666666666667
LU,6,"W6
2015",25-29,83,13.833333333333334
LU,6,"W6
2015",30-34,124,20.666666666666668
LU,6,"W6
2015",35-39,152,25.333333333333336
LU,6,"W6
2015",40-45,198,33
LU,8,"W8
2024",18-24,19,6.070287539936102
LU,8,"W8
2024",25-29,43,13.738019169329075
LU,8,"W8
2024",30-34,67,21.405750798722046
LU,8,"W8
2024",35-39,79,25.23961661341853
LU,8,"W8
2024",40-45,105,33.54632587859425
LV,3,"W3
2000",18-24,93,14.374034003091191
LV,3,"W3
2000",25-29,107,16.537867078825347
LV,3,"W3
2000",30-34,123,19.01081916537867
LV,3,"W3
2000",35-39,150,23.183925811437405
LV,3,"W3
2000",40-45,174,26.89335394126739
LV,4,"W4
2005",18-24,81,13.636363636363635
LV,4,"W4
2005",25-29,106,17.845117845117844
LV,4,"W4
2005",30-34,116,19.52861952861953
LV,4,"W4
2005",35-39,135,22.727272727272727
LV,4,"W4
2005",40-45,156,26.262626262626267
LV,5,"W5
2010",18-24,53,10.133843212237094
LV,5,"W5
2010",25-29,102,19.50286806883365
LV,5,"W5
2010",30-34,97,18.54684512428298
LV,5,"W5
2010",35-39,131,25.04780114722753
LV,5,"W5
2010",40-45,140,26.76864244741874
LV,6,"W6
2015",18-24,63,13.070539419087138
LV,6,"W6
2015",25-29,102,21.16182572614108
LV,6,"W6
2015",30-34,86,17.842323651452283
LV,6,"W6
2015",35-39,86,17.842323651452283
LV,6,"W6
2015",40-45,145,30.08298755186722
LV,8,"W8
2024",18-24,76,14.84375
LV,8,"W8
2024",25-29,57,11.1328125
LV,8,"W8
2024",30-34,102,19.921875
LV,8,"W8
2024",35-39,121,23.6328125
LV,8,"W8
2024",40-45,156,30.46875
ME,5,"W5
2010",18-24,163,23.219373219373217
ME,5,"W5
2010",25-29,171,24.358974358974358
ME,5,"W5
2010",30-34,123,17.52136752136752
ME,5,"W5
2010",35-39,96,13.675213675213676
ME,5,"W5
2010",40-45,149,21.225071225071225
ME,6,"W6
2015",18-24,61,11.338289962825279
ME,6,"W6
2015",25-29,102,18.95910780669145
ME,6,"W6
2015",30-34,108,20.074349442379184
ME,6,"W6
2015",35-39,126,23.42007434944238
ME,6,"W6
2015",40-45,141,26.20817843866171
ME,8,"W8
2024",18-24,116,15.591397849462366
ME,8,"W8
2024",25-29,150,20.161290322580644
ME,8,"W8
2024",30-34,121,16.263440860215052
ME,8,"W8
2024",35-39,163,21.908602150537636
ME,8,"W8
2024",40-45,194,26.0752688172043
MK,5,"W5
2010",18-24,68,9.700427960057063
MK,5,"W5
2010",25-29,134,19.115549215406563
MK,5,"W5
2010",30-34,140,19.971469329529242
MK,5,"W5
2010",35-39,166,23.680456490727533
MK,5,"W5
2010",40-45,193,27.5320970042796
MK,6,"W6
2015",18-24,80,13.333333333333334
MK,6,"W6
2015",25-29,99,16.5
MK,6,"W6
2015",30-34,126,21
MK,6,"W6
2015",35-39,141,23.5
MK,6,"W6
2015",40-45,154,25.666666666666664
MK,8,"W8
2024",18-24,66,12.244897959183673
MK,8,"W8
2024",25-29,67,12.430426716141001
MK,8,"W8
2024",30-34,93,17.25417439703154
MK,8,"W8
2024",35-39,153,28.385899814471244
MK,8,"W8
2024",40-45,160,29.684601113172544
MT,3,"W3
2000",18-24,94,29.283489096573206
MT,3,"W3
2000",25-29,44,13.707165109034266
MT,3,"W3
2000",30-34,56,17.445482866043612
MT,3,"W3
2000",35-39,52,16.1993769470405
MT,3,"W3
2000",40-45,75,23.364485981308412
MT,4,"W4
2005",18-24,101,26.57894736842105
MT,4,"W4
2005",25-29,67,17.63157894736842
MT,4,"W4
2005",30-34,72,18.947368421052634
MT,4,"W4
2005",35-39,51,13.421052631578947
MT,4,"W4
2005",40-45,89,23.42105263157895
MT,5,"W5
2010",18-24,110,17.973856209150327
MT,5,"W5
2010",25-29,116,18.954248366013072
MT,5,"W5
2010",30-34,130,21.241830065359476
MT,5,"W5
2010",35-39,109,17.81045751633987
MT,5,"W5
2010",40-45,147,24.019607843137255
MT,6,"W6
2015",18-24,86,14.429530201342283
MT,6,"W6
2015",25-29,140,23.48993288590604
MT,6,"W6
2015",30-34,103,17.28187919463087
MT,6,"W6
2015",35-39,117,19.630872483221477
MT,6,"W6
2015",40-45,150,25.16778523489933
MT,8,"W8
2024",18-24,61,13.090128755364807
MT,8,"W8
2024",25-29,89,19.098712446351932
MT,8,"W8
2024",30-34,88,18.88412017167382
MT,8,"W8
2024",35-39,105,22.532188841201716
MT,8,"W8
2024",40-45,123,26.394849785407725
NL,1,"W1
1991",18-24,99,14.244604316546763
NL,1,"W1
1991",25-29,147,21.151079136690647
NL,1,"W1
1991",30-34,137,19.71223021582734
NL,1,"W1
1991",35-39,166,23.884892086330936
NL,1,"W1
1991",40-45,146,21.007194244604317
NL,2,"W2
1995",18-24,141,18.383311603650586
NL,2,"W2
1995",25-29,147,19.165580182529336
NL,2,"W2
1995",30-34,168,21.903520208604952
NL,2,"W2
1995",35-39,150,19.556714471968707
NL,2,"W2
1995",40-45,161,20.990873533246415
NL,3,"W3
2000",18-24,140,12.85583103764922
NL,3,"W3
2000",25-29,190,17.447199265381084
NL,3,"W3
2000",30-34,239,21.94674012855831
NL,3,"W3
2000",35-39,265,24.334251606978878
NL,3,"W3
2000",40-45,255,23.415977961432507
NL,4,"W4
2005",18-24,53,9.925093632958802
NL,4,"W4
2005",25-29,55,10.299625468164795
NL,4,"W4
2005",30-34,102,19.101123595505616
NL,4,"W4
2005",35-39,153,28.651685393258425
NL,4,"W4
2005",40-45,171,32.02247191011236
NL,5,"W5
2010",18-24,62,12.109375
NL,5,"W5
2010",25-29,73,14.2578125
NL,5,"W5
2010",30-34,104,20.3125
NL,5,"W5
2010",35-39,116,22.65625
NL,5,"W5
2010",40-45,157,30.6640625
NL,6,"W6
2015",18-24,83,16.533864541832667
NL,6,"W6
2015",25-29,84,16.733067729083665
NL,6,"W6
2015",30-34,106,21.115537848605577
NL,6,"W6
2015",35-39,94,18.725099601593627
NL,6,"W6
2015",40-45,135,26.89243027888446
NL,8,"W8
2024",18-24,72,19.45945945945946
NL,8,"W8
2024",25-29,54,14.594594594594595
NL,8,"W8
2024",30-34,67,18.10810810810811
NL,8,"W8
2024",35-39,67,18.10810810810811
NL,8,"W8
2024",40-45,110,29.72972972972973
NO,4,"W4
2005",18-24,79,14.629629629629628
NO,4,"W4
2005",25-29,91,16.85185185185185
NO,4,"W4
2005",30-34,103,19.074074074074073
NO,4,"W4
2005",35-39,122,22.59259259259259
NO,4,"W4
2005",40-45,145,26.851851851851855
NO,5,"W5
2010",18-24,61,10.571923743500866
NO,5,"W5
2010",25-29,74,12.824956672443674
NO,5,"W5
2010",30-34,122,21.143847487001732
NO,5,"W5
2010",35-39,150,25.99653379549394
NO,5,"W5
2010",40-45,170,29.462738301559792
NO,6,"W6
2015",18-24,110,20
NO,6,"W6
2015",25-29,90,16.363636363636363
NO,6,"W6
2015",30-34,98,17.81818181818182
NO,6,"W6
2015",35-39,100,18.181818181818183
NO,6,"W6
2015",40-45,152,27.636363636363637
NO,8,"W8
2024",18-24,83,17.291666666666668
NO,8,"W8
2024",25-29,97,20.208333333333332
NO,8,"W8
2024",30-34,94,19.583333333333332
NO,8,"W8
2024",35-39,92,19.166666666666668
NO,8,"W8
2024",40-45,114,23.75
PL,3,"W3
2000",18-24,116,15.466666666666667
PL,3,"W3
2000",25-29,143,19.066666666666666
PL,3,"W3
2000",30-34,149,19.866666666666667
PL,3,"W3
2000",35-39,143,19.066666666666666
PL,3,"W3
2000",40-45,199,26.53333333333333
PL,4,"W4
2005",18-24,95,14.48170731707317
PL,4,"W4
2005",25-29,138,21.036585365853657
PL,4,"W4
2005",30-34,122,18.597560975609756
PL,4,"W4
2005",35-39,126,19.20731707317073
PL,4,"W4
2005",40-45,175,26.676829268292686
PL,5,"W5
2010",18-24,120,13.437849944008958
PL,5,"W5
2010",25-29,180,20.156774916013436
PL,5,"W5
2010",30-34,176,19.70884658454647
PL,5,"W5
2010",35-39,171,19.148936170212767
PL,5,"W5
2010",40-45,246,27.547592385218366
PL,6,"W6
2015",18-24,98,14.244186046511627
PL,6,"W6
2015",25-29,121,17.587209302325583
PL,6,"W6
2015",30-34,119,17.296511627906977
PL,6,"W6
2015",35-39,161,23.401162790697676
PL,6,"W6
2015",40-45,189,27.47093023255814
PL,8,"W8
2024",18-24,39,7.039711191335741
PL,8,"W8
2024",25-29,60,10.830324909747292
PL,8,"W8
2024",30-34,100,18.050541516245488
PL,8,"W8
2024",35-39,154,27.79783393501805
PL,8,"W8
2024",40-45,201,36.28158844765343
PT,1,"W1
1991",18-24,167,26.21664050235479
PT,1,"W1
1991",25-29,113,17.739403453689167
PT,1,"W1
1991",30-34,114,17.896389324960754
PT,1,"W1
1991",35-39,115,18.053375196232338
PT,1,"W1
1991",40-45,128,20.09419152276295
PT,2,"W2
1995",18-24,115,17.94071762870515
PT,2,"W2
1995",25-29,118,18.408736349453978
PT,2,"W2
1995",30-34,122,19.03276131045242
PT,2,"W2
1995",35-39,132,20.59282371294852
PT,2,"W2
1995",40-45,154,24.024960998439937
PT,3,"W3
2000",18-24,210,20.54794520547945
PT,3,"W3
2000",25-29,203,19.863013698630137
PT,3,"W3
2000",30-34,216,21.135029354207436
PT,3,"W3
2000",35-39,191,18.688845401174166
PT,3,"W3
2000",40-45,202,19.765166340508806
PT,4,"W4
2005",18-24,108,15.126050420168067
PT,4,"W4
2005",25-29,152,21.288515406162464
PT,4,"W4
2005",30-34,173,24.2296918767507
PT,4,"W4
2005",35-39,131,18.34733893557423
PT,4,"W4
2005",40-45,150,21.008403361344538
PT,5,"W5
2010",18-24,47,8.483754512635379
PT,5,"W5
2010",25-29,79,14.259927797833935
PT,5,"W5
2010",30-34,124,22.382671480144403
PT,5,"W5
2010",35-39,138,24.90974729241877
PT,5,"W5
2010",40-45,166,29.96389891696751
PT,6,"W6
2015",18-24,43,9.772727272727273
PT,6,"W6
2015",25-29,64,14.545454545454545
PT,6,"W6
2015",30-34,71,16.136363636363637
PT,6,"W6
2015",35-39,124,28.18181818181818
PT,6,"W6
2015",40-45,138,31.363636363636367
PT,8,"W8
2024",18-24,56,12.22707423580786
PT,8,"W8
2024",25-29,68,14.847161572052403
PT,8,"W8
2024",30-34,90,19.65065502183406
PT,8,"W8
2024",35-39,98,21.397379912663755
PT,8,"W8
2024",40-45,146,31.877729257641924
RO,3,"W3
2000",18-24,101,15.830721003134796
RO,3,"W3
2000",25-29,94,14.733542319749215
RO,3,"W3
2000",30-34,166,26.01880877742947
RO,3,"W3
2000",35-39,129,20.219435736677116
RO,3,"W3
2000",40-45,148,23.197492163009404
RO,4,"W4
2005",18-24,106,15.451895043731778
RO,4,"W4
2005",25-29,104,15.160349854227405
RO,4,"W4
2005",30-34,130,18.950437317784257
RO,4,"W4
2005",35-39,201,29.300291545189506
RO,4,"W4
2005",40-45,145,21.137026239067055
RO,5,"W5
2010",18-24,41,6.972789115646258
RO,5,"W5
2010",25-29,96,16.3265306122449
RO,5,"W5
2010",30-34,121,20.578231292517007
RO,5,"W5
2010",35-39,151,25.68027210884354
RO,5,"W5
2010",40-45,179,30.4421768707483
RO,6,"W6
2015",18-24,52,8.227848101265822
RO,6,"W6
2015",25-29,99,15.664556962025317
RO,6,"W6
2015",30-34,131,20.72784810126582
RO,6,"W6
2015",35-39,156,24.68354430379747
RO,6,"W6
2015",40-45,194,30.69620253164557
RO,8,"W8
2024",18-24,61,12.17564870259481
RO,8,"W8
2024",25-29,84,16.766467065868262
RO,8,"W8
2024",30-34,89,17.764471057884233
RO,8,"W8
2024",35-39,118,23.55289421157685
RO,8,"W8
2024",40-45,149,29.740518962075846
RS,6,"W6
2015",18-24,55,10.357815442561206
RS,6,"W6
2015",25-29,92,17.325800376647834
RS,6,"W6
2015",30-34,116,21.84557438794727
RS,6,"W6
2015",35-39,121,22.78719397363465
RS,6,"W6
2015",40-45,147,27.683615819209038
RS,8,"W8
2024",18-24,46,8.712121212121213
RS,8,"W8
2024",25-29,82,15.530303030303031
RS,8,"W8
2024",30-34,103,19.507575757575758
RS,8,"W8
2024",35-39,132,25
RS,8,"W8
2024",40-45,165,31.25
SE,2,"W2
1995",18-24,100,16.129032258064516
SE,2,"W2
1995",25-29,118,19.032258064516128
SE,2,"W2
1995",30-34,138,22.258064516129032
SE,2,"W2
1995",35-39,108,17.419354838709676
SE,2,"W2
1995",40-45,156,25.161290322580644
SE,3,"W3
2000",18-24,175,17.94871794871795
SE,3,"W3
2000",25-29,191,19.589743589743588
SE,3,"W3
2000",30-34,219,22.46153846153846
SE,3,"W3
2000",35-39,180,18.461538461538463
SE,3,"W3
2000",40-45,210,21.53846153846154
SE,4,"W4
2005",18-24,46,8.394160583941606
SE,4,"W4
2005",25-29,72,13.138686131386862
SE,4,"W4
2005",30-34,112,20.437956204379564
SE,4,"W4
2005",35-39,129,23.54014598540146
SE,4,"W4
2005",40-45,189,34.48905109489051
SE,5,"W5
2010",18-24,29,6.682027649769585
SE,5,"W5
2010",25-29,47,10.829493087557603
SE,5,"W5
2010",30-34,86,19.81566820276498
SE,5,"W5
2010",35-39,116,26.72811059907834
SE,5,"W5
2010",40-45,156,35.944700460829495
SE,6,"W6
2015",18-24,61,12.17564870259481
SE,6,"W6
2015",25-29,87,17.365269461077844
SE,6,"W6
2015",30-34,80,15.968063872255488
SE,6,"W6
2015",35-39,101,20.159680638722556
SE,6,"W6
2015",40-45,172,34.3313373253493
SE,8,"W8
2024",18-24,38,10.242587601078167
SE,8,"W8
2024",25-29,39,10.512129380053908
SE,8,"W8
2024",30-34,72,19.40700808625337
SE,8,"W8
2024",35-39,96,25.87601078167116
SE,8,"W8
2024",40-45,126,33.9622641509434
SI,3,"W3
2000",18-24,131,16.968911917098445
SI,3,"W3
2000",25-29,189,24.481865284974095
SI,3,"W3
2000",30-34,144,18.65284974093264
SI,3,"W3
2000",35-39,118,15.284974093264248
SI,3,"W3
2000",40-45,190,24.61139896373057
SI,4,"W4
2005",18-24,61,14.087759815242496
SI,4,"W4
2005",25-29,83,19.168591224018474
SI,4,"W4
2005",30-34,90,20.785219399538107
SI,4,"W4
2005",35-39,83,19.168591224018474
SI,4,"W4
2005",40-45,116,26.78983833718245
SI,5,"W5
2010",18-24,100,11.87648456057007
SI,5,"W5
2010",25-29,154,18.28978622327791
SI,5,"W5
2010",30-34,171,20.30878859857482
SI,5,"W5
2010",35-39,165,19.596199524940616
SI,5,"W5
2010",40-45,252,29.928741092636578
SI,6,"W6
2015",18-24,59,6.681766704416761
SI,6,"W6
2015",25-29,114,12.910532276330692
SI,6,"W6
2015",30-34,196,22.197055492638732
SI,6,"W6
2015",35-39,255,28.87882219705549
SI,6,"W6
2015",40-45,259,29.331823329558325
SI,8,"W8
2024",18-24,118,18.015267175572518
SI,8,"W8
2024",25-29,109,16.6412213740458
SI,8,"W8
2024",30-34,107,16.335877862595417
SI,8,"W8
2024",35-39,144,21.984732824427482
SI,8,"W8
2024",40-45,177,27.022900763358777
SK,3,"W3
2000",18-24,120,16.415868673050614
SK,3,"W3
2000",25-29,115,15.731874145006842
SK,3,"W3
2000",30-34,133,18.194254445964432
SK,3,"W3
2000",35-39,174,23.803009575923394
SK,3,"W3
2000",40-45,189,25.85499316005472
SK,4,"W4
2005",18-24,59,9.800664451827243
SK,4,"W4
2005",25-29,97,16.11295681063123
SK,4,"W4
2005",30-34,119,19.767441860465116
SK,4,"W4
2005",35-39,144,23.920265780730897
SK,4,"W4
2005",40-45,183,30.398671096345513
SK,5,"W5
2010",18-24,44,8.695652173913043
SK,5,"W5
2010",25-29,85,16.798418972332016
SK,5,"W5
2010",30-34,102,20.158102766798418
SK,5,"W5
2010",35-39,121,23.91304347826087
SK,5,"W5
2010",40-45,154,30.434782608695656
SK,6,"W6
2015",18-24,50,9.823182711198427
SK,6,"W6
2015",25-29,85,16.699410609037326
SK,6,"W6
2015",30-34,83,16.30648330058939
SK,6,"W6
2015",35-39,125,24.557956777996072
SK,6,"W6
2015",40-45,166,32.61296660117878
SK,8,"W8
2024",18-24,112,19.58041958041958
SK,8,"W8
2024",25-29,84,14.685314685314685
SK,8,"W8
2024",30-34,107,18.706293706293707
SK,8,"W8
2024",35-39,123,21.503496503496503
SK,8,"W8
2024",40-45,146,25.524475524475527
TR,4,"W4
2005",18-24,142,19.293478260869566
TR,4,"W4
2005",25-29,139,18.88586956521739
TR,4,"W4
2005",30-34,150,20.380434782608695
TR,4,"W4
2005",35-39,146,19.83695652173913
TR,4,"W4
2005",40-45,159,21.603260869565215
TR,5,"W5
2010",18-24,350,20.348837209302324
TR,5,"W5
2010",25-29,474,27.55813953488372
TR,5,"W5
2010",30-34,360,20.930232558139537
TR,5,"W5
2010",35-39,262,15.232558139534882
TR,5,"W5
2010",40-45,274,15.930232558139535
TR,6,"W6
2015",18-24,276,18.27814569536424
TR,6,"W6
2015",25-29,336,22.251655629139073
TR,6,"W6
2015",30-34,334,22.119205298013245
TR,6,"W6
2015",35-39,277,18.344370860927153
TR,6,"W6
2015",40-45,287,19.00662251655629
UK,1,"W1
1991",18-24,168,22.22222222222222
UK,1,"W1
1991",25-29,103,13.624338624338625
UK,1,"W1
1991",30-34,162,21.428571428571427
UK,1,"W1
1991",35-39,143,18.915343915343914
UK,1,"W1
1991",40-45,180,23.809523809523807
UK,2,"W2
1995",18-24,126,18.475073313782993
UK,2,"W2
1995",25-29,108,15.835777126099707
UK,2,"W2
1995",30-34,159,23.313782991202345
UK,2,"W2
1995",35-39,131,19.208211143695014
UK,2,"W2
1995",40-45,158,23.16715542521994
UK,3,"W3
2000",18-24,182,17.416267942583733
UK,3,"W3
2000",25-29,175,16.74641148325359
UK,3,"W3
2000",30-34,222,21.24401913875598
UK,3,"W3
2000",35-39,228,21.818181818181817
UK,3,"W3
2000",40-45,238,22.77511961722488
UK,4,"W4
2005",18-24,108,16.314199395770395
UK,4,"W4
2005",25-29,100,15.105740181268882
UK,4,"W4
2005",30-34,145,21.90332326283988
UK,4,"W4
2005",35-39,147,22.20543806646526
UK,4,"W4
2005",40-45,162,24.47129909365559
UK,5,"W5
2010",18-24,138,15.04907306434024
UK,5,"W5
2010",25-29,158,17.230098146128682
UK,5,"W5
2010",30-34,141,15.376226826608505
UK,5,"W5
2010",35-39,206,22.464558342420936
UK,5,"W5
2010",40-45,274,29.880043620501635
UK,6,"W6
2015",18-24,122,13.990825688073393
UK,6,"W6
2015",25-29,148,16.972477064220186
UK,6,"W6
2015",30-34,158,18.11926605504587
UK,6,"W6
2015",35-39,198,22.706422018348622
UK,6,"W6
2015",40-45,246,28.211009174311926
XK,5,"W5
2010",18-24,173,22.944297082228115
XK,5,"W5
2010",25-29,167,22.148541114058357
XK,5,"W5
2010",30-34,123,16.312997347480106
XK,5,"W5
2010",35-39,119,15.782493368700266
XK,5,"W5
2010",40-45,172,22.811671087533156
XK,8,"W8
2024",18-24,104,21.095334685598377
XK,8,"W8
2024",25-29,88,17.849898580121703
XK,8,"W8
2024",30-34,90,18.255578093306287
XK,8,"W8
2024",35-39,104,21.095334685598377
XK,8,"W8
2024",40-45,107,21.703853955375255
